week,name,grosses,potential_gross,grosses_percentage,average_ticket,top_ticket,seat_sold,total_seat,per,seat_percentage
2007-10-28,AVENUE Q,"$329,207","$494,177",66.6%,$66.13,$201,4978,6368,8,78.2%
2007-10-28,CHICAGO,"$482,610","$803,297",60.1%,$71.27,$251,6772,8640,8,78.4%
2007-10-28,CURTAINS,"$756,068","$1,075,464",70.3%,$77.43,$252,9765,11376,8,85.8%
2007-10-28,CYRANO DE BERGERAC,"$664,607","$868,876",76.5%,$76.07,$250,8737,10776,8,81.1%
2007-10-28,GREASE,"$749,984","$786,579",95.3%,$97.05,$252,7728,8576,8,90.1%
2007-10-28,HAIRSPRAY,"$757,610","$1,061,843",71.3%,$71.24,$240,10635,11424,8,93.1%
2007-10-28,JERSEY BOYS,"$1,269,259","$846,719",149.9%,$128.82,$352,9853,9776,8,100.8%
2007-10-28,LEGALLY BLONDE,"$790,255","$1,093,136",72.3%,$76.40,$250,10344,13528,8,76.5%
2007-10-28,LES MISÉRABLES,"$455,038","$853,969",53.3%,$61.97,$251,7343,8976,8,81.8%
2007-10-28,MAMMA MIA!,"$951,206","$1,139,748",83.5%,$82.04,$251,11595,11984,8,96.8%
2007-10-28,MARY POPPINS,"$962,983","$1,195,594",80.5%,$74.99,$250,12842,14328,8,89.6%
2007-10-28,MAURITIUS,"$233,700","$441,900",52.9%,$55.17,$92,4236,5200,8,81.5%
2007-10-28,PYGMALION,"$282,800","$538,560",52.5%,$51.32,$95,5511,5920,8,93.1%
2007-10-28,RENT,"$249,173","$768,979",32.4%,$50.42,$200,4942,9448,8,52.3%
2007-10-28,ROCK 'N' ROLL,"$396,619","$641,791",61.8%,$61.94,$227,6403,7518,7,85.2%
2007-10-28,SPAMALOT,"$657,022","$1,006,966",65.2%,$70.68,$251,9296,11528,8,80.6%
2007-10-28,SPRING AWAKENING,"$715,147","$801,792",89.2%,$85.07,$201,8407,8720,8,96.4%
2007-10-28,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$205,960","$456,768",45.1%,$52.72,$175,3907,5472,8,71.4%
2007-10-28,THE COLOR PURPLE,"$788,546","$1,204,004",65.5%,$72.18,$251,10924,13744,8,79.5%
2007-10-28,THE DROWSY CHAPERONE,"$498,972","$1,154,648",43.2%,$63.70,$250,7833,12888,8,60.8%
2007-10-28,THE FARNSWORTH INVENTION,"$250,010","$630,033",39.7%,$51.86,$202,4821,8040,8,60.0%
2007-10-28,THE LION KING,"$1,163,944","$1,232,795",94.4%,$89.82,$251,12958,13232,8,97.9%
2007-10-28,THE PHANTOM OF THE OPERA,"$677,308","$1,002,310",67.6%,$62.84,$201,10778,12856,8,83.8%
2007-10-28,THE RITZ,"$285,843","$644,680",44.3%,$45.68,$95,6258,8048,8,77.8%
2007-10-28,WICKED,"$1,435,731","$1,308,816",109.7%,$99.70,$300,14401,14472,8,99.5%
2007-10-28,XANADU,"$280,236","$501,040",55.9%,$84.03,$226,3335,4768,8,69.9%
2007-10-21,A BRONX TALE,"$216,978","$448,551",48.4%,$50.78,$252,4273,5682,6,75.2%
2007-10-21,A CHORUS LINE,"$506,312","$792,383",63.9%,$69.07,$301,7330,8552,8,85.7%
2007-10-21,AVENUE Q,"$359,211","$494,177",72.7%,$70.82,$201,5072,6368,8,79.6%
2007-10-21,CHICAGO,"$525,174","$803,297",65.4%,$71.09,$251,7387,8640,8,85.5%
2007-10-21,CURTAINS,"$819,101","$1,075,464",76.2%,$81.67,$252,10030,11376,8,88.2%
2007-10-21,CYRANO DE BERGERAC,"$667,608","$868,876",76.8%,$73.30,$250,9108,10776,8,84.5%
2007-10-21,GREASE,"$793,671","$786,579",100.9%,$98.19,$252,8083,8576,8,94.3%
2007-10-21,HAIRSPRAY,"$754,814","$1,061,843",71.1%,$72.24,$240,10448,11424,8,91.5%
2007-10-21,JERSEY BOYS,"$1,284,622","$846,719",151.7%,$130.39,$352,9852,9776,8,100.8%
2007-10-21,LEGALLY BLONDE,"$830,605","$1,093,136",76.0%,$77.22,$250,10757,13528,8,79.5%
2007-10-21,LES MISÉRABLES,"$538,686","$853,969",63.1%,$64.86,$251,8306,8976,8,92.5%
2007-10-21,MAMMA MIA!,"$954,385","$1,139,748",83.7%,$82.21,$251,11609,11984,8,96.9%
2007-10-21,MARY POPPINS,"$982,217","$1,195,594",82.2%,$75.09,$250,13081,14328,8,91.3%
2007-10-21,MAURITIUS,"$243,943","$441,900",55.2%,$55.13,$92,4425,5200,8,85.1%
2007-10-21,PYGMALION,"$228,601","$538,560",42.4%,$51.61,$95,4429,5920,8,74.8%
2007-10-21,RENT,"$277,630","$768,979",36.1%,$54.57,$200,5088,9448,8,53.9%
2007-10-21,ROCK 'N' ROLL,"$138,108","$183,368",75.3%,$69.58,$227,1985,2148,2,92.4%
2007-10-21,SPAMALOT,"$708,444","$1,006,966",70.4%,$74.77,$251,9475,11528,8,82.2%
2007-10-21,SPRING AWAKENING,"$744,098","$801,792",92.8%,$86.29,$201,8623,8720,8,98.9%
2007-10-21,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$207,440","$456,768",45.4%,$54.99,$175,3772,5472,8,68.9%
2007-10-21,THE COLOR PURPLE,"$862,935","$1,204,004",71.7%,$72.90,$251,11838,13744,8,86.1%
2007-10-21,THE DROWSY CHAPERONE,"$605,832","$1,154,648",52.5%,$65.40,$250,9264,12888,8,71.9%
2007-10-21,THE FARNSWORTH INVENTION,"$190,545","$555,625",34.3%,$58.63,$202,3250,7035,7,46.2%
2007-10-21,THE LION KING,"$1,180,225","$1,232,795",95.7%,$90.77,$251,13003,13232,8,98.3%
2007-10-21,THE PHANTOM OF THE OPERA,"$728,811","$1,002,310",72.7%,$64.97,$201,11217,12856,8,87.3%
2007-10-21,THE RITZ,"$301,058","$644,680",46.7%,$46.73,$95,6442,8048,8,80.0%
2007-10-21,WICKED,"$1,449,978","$1,308,816",110.8%,$100.32,$300,14454,14472,8,99.9%
2007-10-21,XANADU,"$281,087","$501,040",56.1%,$82.43,$226,3410,4768,8,71.5%
2007-10-14,A BRONX TALE,"$195,914","$448,551",43.7%,$50.78,$252,3858,5682,6,67.9%
2007-10-14,A CHORUS LINE,"$509,968","$792,383",64.4%,$70.08,$301,7277,8552,8,85.1%
2007-10-14,AVENUE Q,"$352,004","$494,177",71.2%,$70.71,$201,4978,6368,8,78.2%
2007-10-14,CHICAGO,"$504,255","$803,297",62.8%,$69.66,$251,7239,8640,8,83.8%
2007-10-14,CURTAINS,"$550,017","$1,075,464",51.1%,$66.25,$252,8302,11376,8,73.0%
2007-10-14,CYRANO DE BERGERAC,"$344,031","$325,829",105.6%,$92.21,$250,3731,4041,3,92.3%
2007-10-14,GREASE,"$776,386","$786,579",98.7%,$97.78,$252,7940,8576,8,92.6%
2007-10-14,HAIRSPRAY,"$764,246","$1,061,843",72.0%,$73.77,$240,10360,11424,8,90.7%
2007-10-14,JERSEY BOYS,"$1,272,077","$846,719",150.2%,$129.09,$352,9854,9776,8,100.8%
2007-10-14,LEGALLY BLONDE,"$807,471","$1,093,136",73.9%,$73.53,$250,10981,13528,8,81.2%
2007-10-14,LES MISÉRABLES,"$489,517","$853,969",57.3%,$62.18,$251,7873,8976,8,87.7%
2007-10-14,MAMMA MIA!,"$971,415","$1,139,748",85.2%,$82.64,$251,11755,11984,8,98.1%
2007-10-14,MARY POPPINS,"$969,635","$1,195,594",81.1%,$77.02,$250,12590,14328,8,87.9%
2007-10-14,MAURITIUS,"$247,991","$441,900",56.1%,$54.94,$92,4514,5200,8,86.8%
2007-10-14,PYGMALION,"$268,615","$538,560",49.9%,$48.65,$95,5521,5920,8,93.3%
2007-10-14,RENT,"$268,082","$768,979",34.9%,$54.19,$200,4947,9448,8,52.4%
2007-10-14,SPAMALOT,"$712,888","$1,006,966",70.8%,$75.64,$251,9425,11528,8,81.8%
2007-10-14,SPRING AWAKENING,"$731,705","$801,792",91.3%,$84.71,$201,8638,8720,8,99.1%
2007-10-14,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$205,780","$456,768",45.1%,$52.80,$175,3897,5472,8,71.2%
2007-10-14,THE COLOR PURPLE,"$748,722","$1,204,004",62.2%,$72.95,$251,10264,13744,8,74.7%
2007-10-14,THE DROWSY CHAPERONE,"$628,505","$1,154,648",54.4%,$65.22,$250,9636,12888,8,74.8%
2007-10-14,THE LION KING,"$1,156,289","$1,232,795",93.8%,$91.75,$251,12602,13232,8,95.2%
2007-10-14,THE PHANTOM OF THE OPERA,"$739,663","$1,002,310",73.8%,$63.84,$201,11587,12856,8,90.1%
2007-10-14,THE RITZ,"$247,958","$644,680",38.5%,$43.39,$95,5714,8048,8,71.0%
2007-10-14,WICKED,"$1,433,557","$1,308,816",109.5%,$100.40,$300,14278,14472,8,98.7%
2007-10-14,XANADU,"$276,148","$501,040",55.1%,$88.97,$226,3104,4768,8,65.1%
2007-10-07,A BRONX TALE,"$146,469","$299,034",49.0%,$55.84,$252,2623,3788,4,69.2%
2007-10-07,A CHORUS LINE,"$509,779","$792,383",64.3%,$72.71,$301,7011,8552,8,82.0%
2007-10-07,AVENUE Q,"$350,869","$494,177",71.0%,$72.55,$201,4836,6368,8,75.9%
2007-10-07,CHICAGO,"$493,359","$803,297",61.4%,$73.93,$251,6673,8640,8,77.2%
2007-10-07,CURTAINS,"$790,024","$1,075,464",73.5%,$83.41,$252,9472,11376,8,83.3%
2007-10-07,GREASE,"$804,997","$786,579",102.3%,$100.32,$252,8024,8576,8,93.6%
2007-10-07,HAIRSPRAY,"$802,312","$1,061,843",75.6%,$77.26,$240,10385,11424,8,90.9%
2007-10-07,JERSEY BOYS,"$1,271,529","$846,719",150.2%,$129.12,$352,9848,9776,8,100.7%
2007-10-07,LEGALLY BLONDE,"$793,882","$1,093,136",72.6%,$74.30,$250,10685,13528,8,79.0%
2007-10-07,LES MISÉRABLES,"$460,746","$853,969",54.0%,$64.31,$251,7165,8976,8,79.8%
2007-10-07,MAMMA MIA!,"$954,077","$1,139,748",83.7%,$82.28,$251,11595,11984,8,96.8%
2007-10-07,MARY POPPINS,"$963,876","$1,195,594",80.6%,$79.16,$250,12177,14328,8,85.0%
2007-10-07,MAURITIUS,"$193,985","$441,900",43.9%,$54.84,$92,3537,5200,8,68.0%
2007-10-07,PYGMALION,"$287,429","$538,560",53.4%,$52.06,$95,5521,5920,8,93.3%
2007-10-07,RENT,"$454,535","$768,979",59.1%,$56.84,$200,7997,9448,8,84.6%
2007-10-07,SPAMALOT,"$682,048","$1,006,966",67.7%,$75.81,$251,8997,11528,8,78.0%
2007-10-07,SPRING AWAKENING,"$736,291","$801,792",91.8%,$86.88,$201,8475,8720,8,97.2%
2007-10-07,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$208,828","$456,768",45.7%,$53.92,$175,3873,5472,8,70.8%
2007-10-07,THE COLOR PURPLE,"$872,163","$1,204,004",72.4%,$75.99,$251,11478,13744,8,83.5%
2007-10-07,THE DROWSY CHAPERONE,"$515,766","$1,154,648",44.7%,$67.44,$250,7648,12888,8,59.3%
2007-10-07,THE LION KING,"$1,171,460","$1,232,795",95.0%,$92.11,$251,12718,13232,8,96.1%
2007-10-07,THE PHANTOM OF THE OPERA,"$648,198","$1,002,310",64.7%,$66.78,$201,9706,12856,8,75.5%
2007-10-07,THE RITZ,"$292,611","$644,680",45.4%,$43.52,$95,6723,8048,8,83.5%
2007-10-07,WICKED,"$1,398,878","$1,308,816",106.9%,$98.06,$300,14265,14472,8,98.6%
2007-10-07,XANADU,"$240,772","$501,040",48.1%,$84.16,$226,2861,4768,8,60.0%
2007-09-30,A CHORUS LINE,"$430,607","$792,383",54.3%,$64.73,$301,6652,8552,8,77.8%
2007-09-30,AVENUE Q,"$312,184","$494,177",63.2%,$67.65,$201,4615,6368,8,72.5%
2007-09-30,CHICAGO,"$434,645","$803,297",54.1%,$69.80,$251,6227,8640,8,72.1%
2007-09-30,CURTAINS,"$756,698","$1,075,464",70.4%,$77.68,$252,9741,11376,8,85.6%
2007-09-30,GREASE,"$719,404","$786,579",91.5%,$98.20,$252,7326,8576,8,85.4%
2007-09-30,HAIRSPRAY,"$632,043","$1,061,843",59.5%,$67.58,$240,9352,11424,8,81.9%
2007-09-30,JERSEY BOYS,"$1,206,558","$846,719",142.5%,$122.48,$352,9851,9776,8,100.8%
2007-09-30,LEGALLY BLONDE,"$642,717","$1,093,136",58.8%,$74.30,$250,8650,13528,8,63.9%
2007-09-30,LES MISÉRABLES,"$375,834","$853,969",44.0%,$62.86,$251,5979,8976,8,66.6%
2007-09-30,MAMMA MIA!,"$887,135","$1,139,748",77.8%,$80.38,$251,11037,11984,8,92.1%
2007-09-30,MARY POPPINS,"$884,744","$1,195,594",74.0%,$74.64,$250,11853,14328,8,82.7%
2007-09-30,MAURITIUS,"$186,793","$447,840",41.7%,$62.43,$92,2992,5200,8,57.5%
2007-09-30,PYGMALION,"$287,129","$538,560",53.3%,$53.69,$95,5348,5920,8,90.3%
2007-09-30,RENT,"$335,114","$768,979",43.6%,$54.36,$200,6165,9448,8,65.3%
2007-09-30,SPAMALOT,"$601,070","$1,006,966",59.7%,$73.43,$251,8186,11528,8,71.0%
2007-09-30,SPRING AWAKENING,"$667,131","$801,792",83.2%,$84.89,$201,7859,8720,8,90.1%
2007-09-30,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$180,768","$456,768",39.6%,$50.73,$175,3563,5472,8,65.1%
2007-09-30,THE COLOR PURPLE,"$733,073","$1,204,004",60.9%,$73.15,$251,10021,13744,8,72.9%
2007-09-30,THE DROWSY CHAPERONE,"$507,312","$1,154,648",43.9%,$61.44,$250,8257,12888,8,64.1%
2007-09-30,THE LION KING,"$1,022,471","$1,232,795",82.9%,$86.50,$251,11820,13232,8,89.3%
2007-09-30,THE PHANTOM OF THE OPERA,"$570,540","$1,002,310",56.9%,$65.88,$201,8660,12856,8,67.4%
2007-09-30,THE RITZ,"$281,112","$644,680",43.6%,$46.32,$95,6069,8048,8,75.4%
2007-09-30,WICKED,"$1,401,662","$1,308,816",107.1%,$98.41,$300,14243,14472,8,98.4%
2007-09-30,XANADU,"$272,833","$501,040",54.5%,$76.51,$226,3566,4768,8,74.8%
2007-09-23,A CHORUS LINE,"$403,295","$792,383",50.9%,$57.84,$301,6972,8552,8,81.5%
2007-09-23,AVENUE Q,"$298,137","$494,177",60.3%,$61.65,$201,4836,6368,8,75.9%
2007-09-23,CHICAGO,"$421,672","$803,297",52.5%,$69.93,$251,6030,8640,8,69.8%
2007-09-23,CURTAINS,"$737,268","$1,075,464",68.6%,$76.84,$252,9595,11376,8,84.3%
2007-09-23,GREASE,"$749,564","$786,579",95.3%,$101.06,$252,7417,8576,8,86.5%
2007-09-23,HAIRSPRAY,"$643,140","$1,061,843",60.6%,$69.77,$240,9218,11424,8,80.7%
2007-09-23,JERSEY BOYS,"$1,234,306","$846,719",145.8%,$125.27,$352,9853,9776,8,100.8%
2007-09-23,LEGALLY BLONDE,"$601,088","$1,093,136",55.0%,$72.93,$250,8242,13528,8,60.9%
2007-09-23,LES MISÉRABLES,"$360,898","$853,969",42.3%,$59.70,$251,6045,8976,8,67.3%
2007-09-23,MAMMA MIA!,"$886,228","$1,139,748",77.8%,$78.12,$251,11344,11984,8,94.7%
2007-09-23,MARY POPPINS,"$799,647","$1,195,594",66.9%,$75.71,$250,10562,14328,8,73.7%
2007-09-23,MAURITIUS,"$190,147","$447,840",42.5%,$57.03,$92,3334,5200,8,64.1%
2007-09-23,PYGMALION,"$141,710","$269,280",52.6%,$53.37,$95,2655,2960,4,89.7%
2007-09-23,RENT,"$302,360","$768,979",39.3%,$54.72,$200,5526,9448,8,58.5%
2007-09-23,SPAMALOT,"$567,987","$1,006,966",56.4%,$73.83,$251,7693,11528,8,66.7%
2007-09-23,SPRING AWAKENING,"$597,230","$801,792",74.5%,$80.84,$201,7388,8720,8,84.7%
2007-09-23,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$169,276","$456,768",37.1%,$50.47,$175,3354,5472,8,61.3%
2007-09-23,THE COLOR PURPLE,"$809,866","$1,204,004",67.3%,$72.10,$251,11233,13744,8,81.7%
2007-09-23,THE DROWSY CHAPERONE,"$443,451","$1,154,648",38.4%,$61.16,$250,7251,12888,8,56.3%
2007-09-23,THE LION KING,"$1,048,250","$1,232,795",85.0%,$86.44,$251,12127,13232,8,91.6%
2007-09-23,THE PHANTOM OF THE OPERA,"$627,700","$1,002,310",62.6%,$68.25,$201,9197,12856,8,71.5%
2007-09-23,THE RITZ,"$261,508","$644,680",40.6%,$42.95,$95,6089,8048,8,75.7%
2007-09-23,WICKED,"$1,405,642","$1,308,816",107.4%,$98.14,$300,14323,14472,8,99.0%
2007-09-23,XANADU,"$258,017","$501,040",51.5%,$76.97,$226,3352,4768,8,70.3%
2007-09-16,A CHORUS LINE,"$426,490","$792,383",53.8%,$56.33,$301,7571,8552,8,88.5%
2007-09-16,AVENUE Q,"$295,263","$494,177",59.7%,$55.56,$201,5314,6368,8,83.4%
2007-09-16,CHICAGO,"$417,238","$803,297",51.9%,$69.38,$251,6014,8640,8,69.6%
2007-09-16,CURTAINS,"$686,394","$1,075,464",63.8%,$76.72,$252,8947,11376,8,78.6%
2007-09-16,GREASE,"$756,849","$786,579",96.2%,$101.54,$252,7454,8576,8,86.9%
2007-09-16,HAIRSPRAY,"$630,581","$1,061,843",59.4%,$68.01,$240,9272,11424,8,81.2%
2007-09-16,JERSEY BOYS,"$1,208,017","$846,719",142.7%,$122.63,$352,9851,9776,8,100.8%
2007-09-16,LEGALLY BLONDE,"$573,963","$1,093,136",52.5%,$70.71,$250,8117,13528,8,60.0%
2007-09-16,LES MISÉRABLES,"$341,454","$853,969",40.0%,$60.28,$251,5664,8976,8,63.1%
2007-09-16,MAMMA MIA!,"$832,533","$1,139,748",73.0%,$76.87,$251,10830,11984,8,90.4%
2007-09-16,MARY POPPINS,"$825,587","$1,195,594",69.1%,$74.14,$250,11135,14328,8,77.7%
2007-09-16,MAURITIUS,"$113,423","$279,900",40.5%,$52.58,$92,2157,3250,5,66.4%
2007-09-16,RENT,"$262,053","$768,979",34.1%,$48.92,$200,5357,9448,8,56.7%
2007-09-16,SPAMALOT,"$560,395","$1,006,966",55.7%,$71.95,$251,7789,11528,8,67.6%
2007-09-16,SPRING AWAKENING,"$612,591","$801,792",76.4%,$81.50,$201,7516,8720,8,86.2%
2007-09-16,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$174,847","$456,768",38.3%,$51.05,$175,3425,5472,8,62.6%
2007-09-16,THE COLOR PURPLE,"$773,771","$1,204,004",64.3%,$72.47,$251,10677,13744,8,77.7%
2007-09-16,THE DROWSY CHAPERONE,"$487,005","$1,154,648",42.2%,$58.99,$250,8256,12888,8,64.1%
2007-09-16,THE LION KING,"$987,013","$1,232,795",80.1%,$86.71,$251,11383,13232,8,86.0%
2007-09-16,THE PHANTOM OF THE OPERA,"$578,800","$1,002,310",57.7%,$66.28,$201,8732,12856,8,67.9%
2007-09-16,THE RITZ,"$93,124","$241,755",38.5%,$42.84,$95,2174,3018,3,72.0%
2007-09-16,WICKED,"$1,353,236","$1,308,816",103.4%,$95.48,$300,14173,14472,8,97.9%
2007-09-16,XANADU,"$240,692","$501,040",48.0%,$76.10,$226,3163,4768,8,66.3%
2007-09-09,A CHORUS LINE,"$382,717","$792,383",48.3%,$54.88,$301,6974,8552,8,81.5%
2007-09-09,AVENUE Q,"$233,515","$494,177",47.3%,$65.43,$201,3569,6368,8,56.0%
2007-09-09,CHICAGO,"$337,550","$803,297",42.0%,$68.78,$251,4908,8640,8,56.8%
2007-09-09,CURTAINS,"$635,135","$1,075,464",59.1%,$76.51,$252,8301,11376,8,73.0%
2007-09-09,GREASE,"$788,021","$786,579",100.2%,$103.05,$252,7647,8576,8,89.2%
2007-09-09,HAIRSPRAY,"$563,037","$1,061,843",53.0%,$70.49,$240,7988,11424,8,69.9%
2007-09-09,JERSEY BOYS,"$1,219,366","$846,719",144.0%,$123.87,$352,9844,9776,8,100.7%
2007-09-09,LEGALLY BLONDE,"$576,675","$1,093,136",52.8%,$72.44,$250,7961,13528,8,58.8%
2007-09-09,LES MISÉRABLES,"$314,827","$853,969",36.9%,$63.51,$251,4957,8976,8,55.2%
2007-09-09,MAMMA MIA!,"$765,506","$1,139,748",67.2%,$76.17,$251,10050,11984,8,83.9%
2007-09-09,MARY POPPINS,"$750,678","$1,195,594",62.8%,$76.44,$250,9820,14328,8,68.5%
2007-09-09,RENT,"$380,983","$768,979",49.5%,$64.06,$200,5947,9448,8,62.9%
2007-09-09,SPAMALOT,"$495,470","$1,006,966",49.2%,$72.87,$251,6799,11528,8,59.0%
2007-09-09,SPRING AWAKENING,"$657,079","$801,792",82.0%,$84.56,$201,7771,8720,8,89.1%
2007-09-09,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$175,327","$456,768",38.4%,$52.76,$175,3323,5472,8,60.7%
2007-09-09,THE COLOR PURPLE,"$684,612","$1,204,004",56.9%,$73.75,$251,9283,13744,8,67.5%
2007-09-09,THE DROWSY CHAPERONE,"$430,666","$1,154,648",37.3%,$59.51,$250,7237,12888,8,56.2%
2007-09-09,THE LION KING,"$943,947","$1,232,795",76.6%,$88.74,$251,10637,13232,8,80.4%
2007-09-09,THE PHANTOM OF THE OPERA,"$517,439","$1,002,310",51.6%,$66.36,$201,7797,12856,8,60.6%
2007-09-09,WICKED,"$1,383,807","$1,308,816",105.7%,$97.61,$300,14177,14472,8,98.0%
2007-09-09,XANADU,"$246,547","$501,040",49.2%,$77.21,$226,3193,4768,8,67.0%
2007-09-02,A CHORUS LINE,"$542,057","$792,383",68.4%,$71.55,$301,7576,8552,8,88.6%
2007-09-02,AVENUE Q,"$414,826","$494,177",83.9%,$71.08,$201,5836,6368,8,91.6%
2007-09-02,CHICAGO,"$519,366","$803,297",64.7%,$69.81,$251,7440,8640,8,86.1%
2007-09-02,CURTAINS,"$798,315","$1,075,464",74.2%,$75.98,$252,10507,11376,8,92.4%
2007-09-02,GREASE,"$892,270","$786,579",113.4%,$103.08,$252,8656,8576,8,100.9%
2007-09-02,HAIRSPRAY,"$856,831","$1,061,843",80.7%,$75.26,$240,11385,11424,8,99.7%
2007-09-02,JERSEY BOYS,"$1,236,877","$846,719",146.1%,$125.57,$352,9850,9776,8,100.8%
2007-09-02,LEGALLY BLONDE,"$900,393","$1,093,136",82.4%,$78.82,$250,11424,13528,8,84.4%
2007-09-02,LES MISÉRABLES,"$476,860","$853,969",55.8%,$61.90,$251,7704,8976,8,85.8%
2007-09-02,MAMMA MIA!,"$917,454","$1,139,748",80.5%,$77.12,$251,11896,11984,8,99.3%
2007-09-02,MARY POPPINS,"$1,097,633","$1,195,594",91.8%,$79.37,$250,13830,14328,8,96.5%
2007-09-02,RENT,"$527,448","$768,979",68.6%,$63.86,$200,8259,9448,8,87.4%
2007-09-02,SPAMALOT,"$792,039","$1,006,966",78.7%,$72.44,$251,10933,11528,8,94.8%
2007-09-02,SPRING AWAKENING,"$763,857","$801,792",95.3%,$87.71,$201,8709,8720,8,99.9%
2007-09-02,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$264,580","$456,768",57.9%,$56.75,$175,4662,5472,8,85.2%
2007-09-02,THE COLOR PURPLE,"$976,236","$1,204,004",81.1%,$81.56,$251,11969,13744,8,87.1%
2007-09-02,THE DROWSY CHAPERONE,"$523,623","$1,154,648",45.3%,$65.62,$250,7980,12888,8,61.9%
2007-09-02,THE LION KING,"$1,262,397","$1,232,795",102.4%,$96.74,$251,13050,13232,8,98.6%
2007-09-02,THE PHANTOM OF THE OPERA,"$735,090","$1,002,310",73.3%,$68.45,$201,10739,12856,8,83.5%
2007-09-02,WICKED,"$1,480,508","$1,308,816",113.1%,$102.30,$300,14472,14472,8,100.0%
2007-09-02,XANADU,"$344,555","$501,040",68.8%,$79.06,$226,4358,4768,8,91.4%
2007-08-26,A CHORUS LINE,"$525,860","$792,383",66.4%,$71.12,$301,7394,8552,8,86.5%
2007-08-26,AVENUE Q,"$376,236","$494,177",76.1%,$71.94,$201,5230,6368,8,82.1%
2007-08-26,CHICAGO,"$516,963","$803,297",64.4%,$68.99,$251,7493,8640,8,86.7%
2007-08-26,CURTAINS,"$748,530","$1,075,464",69.6%,$73.54,$252,10179,11376,8,89.5%
2007-08-26,GREASE,"$818,991","$786,579",104.1%,$94.86,$252,8634,8576,8,100.7%
2007-08-26,HAIRSPRAY,"$838,339","$1,061,843",79.0%,$73.57,$240,11395,11424,8,99.7%
2007-08-26,JERSEY BOYS,"$1,181,381","$846,719",139.5%,$119.86,$352,9856,9776,8,100.8%
2007-08-26,LEGALLY BLONDE,"$889,060","$1,093,136",81.3%,$81.19,$250,10950,13528,8,80.9%
2007-08-26,LES MISÉRABLES,"$476,593","$853,969",55.8%,$60.24,$251,7912,8976,8,88.1%
2007-08-26,MAMMA MIA!,"$892,772","$1,139,748",78.3%,$76.98,$251,11598,11984,8,96.8%
2007-08-26,MARY POPPINS,"$1,065,650","$1,195,594",89.1%,$81.82,$250,13024,14328,8,90.9%
2007-08-26,RENT,"$576,856","$768,979",75.0%,$65.15,$200,8854,9448,8,93.7%
2007-08-26,SPAMALOT,"$776,856","$1,006,966",77.1%,$73.27,$251,10603,11528,8,92.0%
2007-08-26,SPRING AWAKENING,"$788,259","$801,792",98.3%,$89.23,$201,8834,8720,8,101.3%
2007-08-26,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$218,792","$456,768",47.9%,$56.43,$175,3877,5472,8,70.9%
2007-08-26,THE COLOR PURPLE,"$966,826","$1,204,004",80.3%,$79.62,$251,12143,13744,8,88.4%
2007-08-26,THE DROWSY CHAPERONE,"$444,149","$1,154,648",38.5%,$59.81,$250,7426,12888,8,57.6%
2007-08-26,THE LION KING,"$1,303,298","$1,232,795",105.7%,$99.04,$251,13159,13232,8,99.4%
2007-08-26,THE PHANTOM OF THE OPERA,"$759,911","$1,002,310",75.8%,$66.92,$201,11356,12856,8,88.3%
2007-08-26,THE YEAR OF MAGICAL THINKING,"$215,766","$453,876",47.5%,$56.42,$251,3824,5474,7,69.9%
2007-08-26,WICKED,"$1,472,393","$1,308,816",112.5%,$101.74,$300,14472,14472,8,100.0%
2007-08-26,XANADU,"$341,527","$501,040",68.2%,$83.38,$226,4096,4768,8,85.9%
2007-08-19,A CHORUS LINE,"$573,132","$792,383",72.3%,$72.39,$301,7917,8552,8,92.6%
2007-08-19,AVENUE Q,"$398,512","$494,177",80.6%,$74.07,$201,5380,6368,8,84.5%
2007-08-19,CHICAGO,"$563,135","$803,297",70.1%,$69.82,$251,8066,8640,8,93.4%
2007-08-19,CURTAINS,"$794,932","$1,075,464",73.9%,$74.29,$252,10700,11376,8,94.1%
2007-08-19,DEUCE,"$201,612","$682,491",29.5%,$50.40,$251,4000,8072,8,49.6%
2007-08-19,FROST/NIXON,"$578,717","$695,782",83.2%,$72.75,$201,7955,8560,8,92.9%
2007-08-19,GREASE,"$742,206","$688,257",107.8%,$86.77,$252,8554,8576,8,99.7%
2007-08-19,HAIRSPRAY,"$884,586","$1,061,843",83.3%,$76.56,$240,11554,11424,8,101.1%
2007-08-19,JERSEY BOYS,"$1,233,108","$846,719",145.6%,$125.15,$352,9853,9776,8,100.8%
2007-08-19,LEGALLY BLONDE,"$973,641","$1,093,136",89.1%,$82.67,$250,11777,13528,8,87.1%
2007-08-19,LES MISÉRABLES,"$568,696","$853,969",66.6%,$67.97,$251,8367,8976,8,93.2%
2007-08-19,MAMMA MIA!,"$927,396","$1,139,748",81.4%,$77.32,$251,11995,11984,8,100.1%
