week,name,grosses,potential_gross,grosses_percentage,average_ticket,top_ticket,seat_sold,total_seat,per,seat_percentage
2007-08-19,MARY POPPINS,"$1,162,963","$1,195,594",97.3%,$81.67,$250,14240,14328,8,99.4%
2007-08-19,OLD ACQUAINTANCE,"$163,330","$390,992",41.8%,$43.27,$86,3775,5920,8,63.8%
2007-08-19,RENT,"$611,973","$768,979",79.6%,$64.95,$200,9422,9448,8,99.7%
2007-08-19,SPAMALOT,"$800,296","$1,006,966",79.5%,$74.32,$251,10768,11528,8,93.4%
2007-08-19,SPRING AWAKENING,"$819,706","$801,792",102.2%,$92.95,$201,8819,8720,8,101.1%
2007-08-19,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$242,832","$456,768",53.2%,$58.75,$175,4133,5472,8,75.5%
2007-08-19,THE COLOR PURPLE,"$896,868","$1,204,004",74.5%,$78.53,$251,11420,13744,8,83.1%
2007-08-19,THE DROWSY CHAPERONE,"$547,131","$1,154,648",47.4%,$63.81,$250,8575,12888,8,66.5%
2007-08-19,THE LION KING,"$1,322,864","$1,232,795",107.3%,$99.94,$251,13237,13232,8,100.0%
2007-08-19,THE PHANTOM OF THE OPERA,"$857,961","$1,002,310",85.6%,$68.50,$201,12525,12856,8,97.4%
2007-08-19,THE YEAR OF MAGICAL THINKING,"$172,132","$453,876",37.9%,$54.16,$251,3178,5474,7,58.1%
2007-08-19,WICKED,"$1,483,860","$1,308,816",113.4%,$102.53,$300,14472,14472,8,100.0%
2007-08-19,XANADU,"$343,639","$501,040",68.6%,$84.68,$226,4058,4768,8,85.1%
2007-08-12,A CHORUS LINE,"$597,156","$792,383",75.4%,$71.90,$301,8305,8552,8,97.1%
2007-08-12,AVENUE Q,"$417,136","$494,177",84.4%,$74.20,$201,5622,6368,8,88.3%
2007-08-12,CHICAGO,"$580,147","$803,297",72.2%,$72.69,$251,7981,8640,8,92.4%
2007-08-12,CURTAINS,"$801,404","$1,075,464",74.5%,$75.31,$252,10642,11376,8,93.5%
2007-08-12,DEUCE,"$168,945","$682,491",24.8%,$49.98,$251,3380,8072,8,41.9%
2007-08-12,FROST/NIXON,"$566,563","$695,782",81.4%,$72.29,$201,7837,8560,8,91.6%
2007-08-12,GREASE,"$881,953","$786,579",112.1%,$103.72,$252,8503,8576,8,99.1%
2007-08-12,HAIRSPRAY,"$901,232","$1,061,843",84.9%,$78.17,$240,11529,11424,8,100.9%
2007-08-12,JERSEY BOYS,"$1,207,628","$846,719",142.6%,$122.68,$352,9844,9776,8,100.7%
2007-08-12,LEGALLY BLONDE,"$949,783","$1,093,136",86.9%,$87.05,$250,10911,13528,8,80.7%
2007-08-12,LES MISÉRABLES,"$591,153","$853,969",69.2%,$68.18,$251,8671,8976,8,96.6%
2007-08-12,MAMMA MIA!,"$944,430","$1,139,748",82.9%,$78.68,$251,12003,11984,8,100.2%
2007-08-12,MARY POPPINS,"$1,217,197","$1,195,594",101.8%,$85.08,$250,14306,14328,8,99.8%
2007-08-12,OLD ACQUAINTANCE,"$158,505","$390,992",40.5%,$42.68,$86,3714,5920,8,62.7%
2007-08-12,RENT,"$633,919","$768,979",82.4%,$66.74,$200,9499,9448,8,100.5%
2007-08-12,SPAMALOT,"$827,102","$1,006,966",82.1%,$75.02,$251,11025,11528,8,95.6%
2007-08-12,SPRING AWAKENING,"$826,146","$801,792",103.0%,$94.27,$201,8764,8720,8,100.5%
2007-08-12,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$261,987","$456,768",57.4%,$56.57,$175,4631,5472,8,84.6%
2007-08-12,THE COLOR PURPLE,"$1,004,966","$1,204,004",83.5%,$77.03,$251,13047,13744,8,94.9%
2007-08-12,THE DROWSY CHAPERONE,"$551,686","$1,154,648",47.8%,$62.49,$250,8829,12888,8,68.5%
2007-08-12,THE LION KING,"$1,320,574","$1,232,795",107.1%,$99.79,$251,13234,13232,8,100.0%
2007-08-12,THE PHANTOM OF THE OPERA,"$860,794","$1,002,310",85.9%,$68.58,$201,12552,12856,8,97.6%
2007-08-12,THE YEAR OF MAGICAL THINKING,"$162,264","$453,876",35.8%,$53.69,$251,3022,5474,7,55.2%
2007-08-12,WICKED,"$1,492,271","$1,308,816",114.0%,$103.11,$300,14472,14472,8,100.0%
2007-08-12,XANADU,"$357,527","$501,040",71.4%,$84.24,$226,4244,4768,8,89.0%
2007-08-05,A CHORUS LINE,"$580,396","$792,383",73.2%,$71.46,$301,8122,8552,8,95.0%
2007-08-05,AVENUE Q,"$415,921","$494,177",84.2%,$74.95,$201,5549,6368,8,87.1%
2007-08-05,CHICAGO,"$598,008","$803,297",74.4%,$73.04,$251,8187,8640,8,94.8%
2007-08-05,CURTAINS,"$826,358","$1,075,464",76.8%,$76.40,$252,10816,11376,8,95.1%
2007-08-05,DEUCE,"$180,315","$682,491",26.4%,$51.34,$251,3512,8072,8,43.5%
2007-08-05,FROST/NIXON,"$521,048","$695,782",74.9%,$69.80,$201,7465,8560,8,87.2%
2007-08-05,GREASE,"$887,564","$786,579",112.8%,$104.21,$252,8517,8576,8,99.3%
2007-08-05,HAIRSPRAY,"$894,488","$1,061,843",84.2%,$77.41,$240,11555,11424,8,101.1%
2007-08-05,JERSEY BOYS,"$1,211,816","$846,719",143.1%,$123.03,$352,9850,9776,8,100.8%
2007-08-05,LEGALLY BLONDE,"$1,003,305","$1,093,136",91.8%,$85.19,$250,11777,13528,8,87.1%
2007-08-05,LES MISÉRABLES,"$576,094","$853,969",67.5%,$67.72,$251,8507,8976,8,94.8%
2007-08-05,MAMMA MIA!,"$947,504","$1,139,748",83.1%,$78.42,$251,12082,11984,8,100.8%
2007-08-05,MARY POPPINS,"$1,222,675","$1,195,594",102.3%,$84.69,$250,14437,14328,8,100.8%
2007-08-05,OLD ACQUAINTANCE,"$159,121","$390,992",40.7%,$42.00,$86,3789,5920,8,64.0%
2007-08-05,RENT,"$632,966","$768,979",82.3%,$66.49,$200,9520,9448,8,100.8%
2007-08-05,SPAMALOT,"$854,452","$1,006,966",84.9%,$76.44,$251,11178,11528,8,97.0%
2007-08-05,SPRING AWAKENING,"$804,060","$801,792",100.3%,$92.67,$201,8677,8720,8,99.5%
2007-08-05,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$281,847","$456,768",61.7%,$58.38,$175,4828,5472,8,88.2%
2007-08-05,THE COLOR PURPLE,"$1,044,382","$1,204,004",86.7%,$79.37,$251,13159,13744,8,95.7%
2007-08-05,THE DROWSY CHAPERONE,"$579,122","$1,154,648",50.2%,$62.55,$250,9259,12888,8,71.8%
2007-08-05,THE LION KING,"$1,324,689","$1,232,795",107.5%,$100.09,$251,13235,13232,8,100.0%
2007-08-05,THE PHANTOM OF THE OPERA,"$853,923","$1,002,310",85.2%,$67.67,$201,12618,12856,8,98.1%
2007-08-05,THE YEAR OF MAGICAL THINKING,"$169,891","$453,876",37.4%,$55.67,$251,3052,5474,7,55.8%
2007-08-05,WICKED,"$1,489,919","$1,308,816",113.8%,$102.95,$300,14472,14472,8,100.0%
2007-08-05,XANADU,"$356,753","$501,040",71.2%,$82.58,$226,4320,4768,8,90.6%
2007-07-29,110 IN THE SHADE,"$361,161","$601,640",60.0%,$50.53,$111,7148,7968,8,89.7%
2007-07-29,A CHORUS LINE,"$584,582","$792,383",73.8%,$70.98,$301,8236,8552,8,96.3%
2007-07-29,AVENUE Q,"$387,883","$494,177",78.5%,$76.06,$201,5100,6368,8,80.1%
2007-07-29,BEAUTY AND THE BEAST,"$1,041,283","$1,012,000",102.9%,$86.20,$175,12080,12072,8,100.1%
2007-07-29,CHICAGO,"$603,304","$803,297",75.1%,$72.90,$251,8276,8640,8,95.8%
2007-07-29,CURTAINS,"$817,700","$1,075,464",76.0%,$75.36,$252,10850,11376,8,95.4%
2007-07-29,DEUCE,"$165,085","$682,491",24.2%,$50.84,$251,3247,8072,8,40.2%
2007-07-29,FROST/NIXON,"$512,605","$695,782",73.7%,$70.50,$201,7271,8560,8,84.9%
2007-07-29,GREASE,"$882,396","$786,579",112.2%,$103.25,$252,8546,8576,8,99.7%
2007-07-29,GREY GARDENS,"$677,169","$684,864",98.9%,$91.93,$252,7366,7376,8,99.9%
2007-07-29,HAIRSPRAY,"$887,500","$1,061,843",83.6%,$76.79,$240,11558,11424,8,101.2%
2007-07-29,JERSEY BOYS,"$1,212,550","$846,719",143.2%,$123.13,$352,9848,9776,8,100.7%
2007-07-29,LEGALLY BLONDE,"$1,006,075","$1,093,136",92.0%,$83.44,$250,12058,13528,8,89.1%
2007-07-29,LES MISÉRABLES,"$587,025","$853,969",68.7%,$67.13,$251,8744,8976,8,97.4%
2007-07-29,MAMMA MIA!,"$935,954","$1,139,748",82.1%,$77.40,$251,12093,11984,8,100.9%
2007-07-29,MARY POPPINS,"$1,233,430","$1,195,594",103.2%,$85.56,$250,14416,14328,8,100.6%
2007-07-29,OLD ACQUAINTANCE,"$152,400","$390,992",39.0%,$41.39,$86,3682,5920,8,62.2%
2007-07-29,RENT,"$379,071","$768,979",49.3%,$59.46,$200,6375,9448,8,67.5%
2007-07-29,SPAMALOT,"$815,370","$1,006,966",81.0%,$74.20,$251,10989,11528,8,95.3%
2007-07-29,SPRING AWAKENING,"$789,652","$801,792",98.5%,$92.61,$201,8527,8720,8,97.8%
2007-07-29,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$260,585","$456,768",57.0%,$54.94,$175,4743,5472,8,86.7%
2007-07-29,THE COLOR PURPLE,"$865,975","$1,204,004",71.9%,$76.48,$251,11323,13744,8,82.4%
2007-07-29,THE DROWSY CHAPERONE,"$561,985","$1,154,648",48.7%,$63.57,$250,8840,12888,8,68.6%
2007-07-29,THE LION KING,"$1,311,914","$1,232,795",106.4%,$99.12,$251,13235,13232,8,100.0%
2007-07-29,THE PHANTOM OF THE OPERA,"$839,584","$1,002,310",83.8%,$66.94,$201,12543,12856,8,97.6%
2007-07-29,THE YEAR OF MAGICAL THINKING,"$150,431","$453,876",33.1%,$54.25,$251,2773,5474,7,50.7%
2007-07-29,WICKED,"$1,480,955","$1,308,816",113.2%,$102.33,$300,14472,14472,8,100.0%
2007-07-29,XANADU,"$334,388","$501,040",66.7%,$74.19,$226,4507,4768,8,94.5%
2007-07-22,110 IN THE SHADE,"$323,984","$601,640",53.9%,$50.91,$111,6364,7968,8,79.9%
2007-07-22,A CHORUS LINE,"$585,571","$792,383",73.9%,$72.57,$301,8069,8552,8,94.4%
2007-07-22,AVENUE Q,"$386,063","$494,177",78.1%,$66.55,$201,5801,6368,8,91.1%
2007-07-22,BEAUTY AND THE BEAST,"$1,139,499","$1,012,000",112.6%,$94.31,$175,12082,12072,8,100.1%
2007-07-22,CHICAGO,"$572,445","$803,297",71.3%,$71.31,$251,8028,8640,8,92.9%
2007-07-22,CURTAINS,"$837,138","$1,075,464",77.8%,$77.48,$252,10805,11376,8,95.0%
2007-07-22,DEUCE,"$178,253","$682,491",26.1%,$52.26,$251,3411,8072,8,42.3%
2007-07-22,FROST/NIXON,"$498,439","$695,782",71.6%,$72.26,$201,6898,8560,8,80.6%
2007-07-22,GREY GARDENS,"$536,414","$684,864",78.3%,$76.89,$252,6976,7376,8,94.6%
2007-07-22,HAIRSPRAY,"$865,744","$1,061,843",81.5%,$75.64,$240,11445,11424,8,100.2%
2007-07-22,JERSEY BOYS,"$1,197,014","$846,719",141.4%,$121.49,$352,9853,9776,8,100.8%
2007-07-22,LEGALLY BLONDE,"$946,840","$1,093,136",86.6%,$83.19,$250,11381,13528,8,84.1%
2007-07-22,LES MISÉRABLES,"$573,960","$853,969",67.2%,$67.72,$251,8475,8976,8,94.4%
2007-07-22,MAMMA MIA!,"$935,608","$1,139,748",82.1%,$77.96,$251,12001,11984,8,100.1%
2007-07-22,MARY POPPINS,"$1,226,944","$1,313,840",93.4%,$85.91,$250,14282,14328,8,99.7%
2007-07-22,OLD ACQUAINTANCE,"$155,086","$390,992",39.7%,$42.75,$86,3628,5920,8,61.3%
2007-07-22,RENT,"$344,749","$768,979",44.8%,$56.11,$200,6144,9448,8,65.0%
2007-07-22,SPAMALOT,"$816,150","$1,006,966",81.1%,$76.28,$251,10699,11528,8,92.8%
2007-07-22,SPRING AWAKENING,"$783,104","$801,792",97.7%,$91.74,$201,8536,8720,8,97.9%
2007-07-22,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$246,647","$456,768",54.0%,$56.36,$175,4376,5472,8,80.0%
2007-07-22,THE COLOR PURPLE,"$926,764","$1,204,004",77.0%,$79.62,$251,11640,13744,8,84.7%
2007-07-22,THE DROWSY CHAPERONE,"$562,669","$1,154,648",48.7%,$63.85,$250,8813,12888,8,68.4%
2007-07-22,THE LION KING,"$1,283,279","$1,232,795",104.1%,$96.97,$251,13234,13232,8,100.0%
2007-07-22,THE PHANTOM OF THE OPERA,"$825,482","$1,002,310",82.4%,$66.79,$201,12359,12856,8,96.1%
2007-07-22,THE YEAR OF MAGICAL THINKING,"$181,193","$453,876",39.9%,$52.52,$251,3450,5474,7,63.0%
2007-07-22,WICKED,"$1,472,649","$1,308,816",112.5%,$101.76,$300,14472,14472,8,100.0%
2007-07-22,XANADU,"$295,463","$501,040",59.0%,$71.16,$226,4152,4768,8,87.1%
2007-07-15,110 IN THE SHADE,"$410,515","$601,640",68.2%,$55.47,$111,7400,7968,8,92.9%
2007-07-15,A CHORUS LINE,"$562,586","$792,383",71.0%,$73.72,$301,7631,8552,8,89.2%
2007-07-15,AVENUE Q,"$380,003","$494,177",76.9%,$68.04,$201,5585,6368,8,87.7%
2007-07-15,BEAUTY AND THE BEAST,"$1,095,124","$1,012,000",108.2%,$90.81,$175,12059,12072,8,99.9%
2007-07-15,CHICAGO,"$552,860","$803,297",68.8%,$69.81,$251,7920,8640,8,91.7%
2007-07-15,CURTAINS,"$821,457","$1,075,464",76.4%,$77.53,$252,10595,11376,8,93.1%
2007-07-15,DEUCE,"$193,561","$682,491",28.4%,$55.40,$251,3494,8072,8,43.3%
2007-07-15,FROST/NIXON,"$534,389","$695,782",76.8%,$69.18,$201,7725,8560,8,90.2%
2007-07-15,GREY GARDENS,"$485,807","$684,864",70.9%,$73.89,$252,6575,7376,8,89.1%
2007-07-15,HAIRSPRAY,"$809,462","$1,061,843",76.2%,$70.39,$240,11499,11424,8,100.7%
2007-07-15,JERSEY BOYS,"$1,211,053","$846,719",143.0%,$122.91,$352,9853,9776,8,100.8%
2007-07-15,LEGALLY BLONDE,"$939,285","$1,093,136",85.9%,$82.75,$250,11351,13528,8,83.9%
2007-07-15,LES MISÉRABLES,"$527,806","$853,969",61.8%,$67.61,$251,7807,8976,8,87.0%
2007-07-15,MAMMA MIA!,"$940,187","$1,139,748",82.5%,$78.32,$251,12005,11984,8,100.2%
2007-07-15,MARY POPPINS,"$1,191,101","$1,313,840",90.7%,$84.49,$250,14098,14328,8,98.4%
2007-07-15,OLD ACQUAINTANCE,"$176,162","$390,992",45.1%,$43.79,$86,4023,5920,8,68.0%
2007-07-15,RENT,"$307,926","$768,979",40.0%,$53.35,$200,5772,9448,8,61.1%
2007-07-15,SPAMALOT,"$788,409","$1,006,966",78.3%,$74.55,$251,10576,11528,8,91.7%
2007-07-15,SPRING AWAKENING,"$769,264","$801,792",95.9%,$90.33,$201,8516,8720,8,97.7%
2007-07-15,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$226,323","$456,768",49.5%,$56.69,$175,3992,5472,8,73.0%
2007-07-15,THE COLOR PURPLE,"$974,904","$1,204,004",81.0%,$79.39,$251,12280,13744,8,89.3%
2007-07-15,THE DROWSY CHAPERONE,"$523,516","$1,154,648",45.3%,$65.54,$250,7988,12888,8,62.0%
2007-07-15,THE LION KING,"$1,291,898","$1,232,795",104.8%,$97.63,$251,13233,13232,8,100.0%
2007-07-15,THE PHANTOM OF THE OPERA,"$790,363","$1,002,310",78.9%,$66.24,$201,11931,12856,8,92.8%
2007-07-15,THE YEAR OF MAGICAL THINKING,"$217,751","$453,876",48.0%,$52.12,$251,4178,5474,7,76.3%
2007-07-15,WICKED,"$1,468,400","$1,308,816",112.2%,$101.46,$300,14472,14472,8,100.0%
2007-07-15,XANADU,"$230,521","$501,040",46.0%,$64.75,$226,3560,4768,8,74.7%
2007-07-08,110 IN THE SHADE,"$338,931","$601,640",56.3%,$50.55,$111,6705,7968,8,84.1%
2007-07-08,A CHORUS LINE,"$614,864","$838,254",73.4%,$73.56,$301,8359,8552,8,97.7%
2007-07-08,AVENUE Q,"$386,244","$494,177",78.2%,$64.74,$201,5966,6368,8,93.7%
2007-07-08,BEAUTY AND THE BEAST,"$1,022,100","$1,012,000",101.0%,$84.83,$175,12049,12072,8,99.8%
2007-07-08,CHICAGO,"$536,245","$803,297",66.8%,$70.85,$251,7569,8640,8,87.6%
2007-07-08,CURTAINS,"$726,533","$1,075,464",67.6%,$70.87,$252,10252,11376,8,90.1%
2007-07-08,DEUCE,"$185,260","$682,491",27.1%,$51.72,$251,3582,8072,8,44.4%
2007-07-08,FROST/NIXON,"$472,168","$695,782",67.9%,$63.68,$201,7415,8560,8,86.6%
2007-07-08,GREY GARDENS,"$369,860","$684,864",54.0%,$67.73,$252,5461,6454,7,84.6%
2007-07-08,HAIRSPRAY,"$740,344","$1,061,843",69.7%,$68.37,$240,10829,11424,8,94.8%
2007-07-08,INHERIT THE WIND,"$479,551","$523,967",91.5%,$65.73,$251,7296,7448,8,98.0%
2007-07-08,JERSEY BOYS,"$1,160,479","$846,719",137.1%,$117.95,$352,9839,9776,8,100.6%
2007-07-08,LEGALLY BLONDE,"$885,417","$1,093,136",81.0%,$76.35,$250,11597,13528,8,85.7%
2007-07-08,LES MISÉRABLES,"$555,003","$853,969",65.0%,$62.86,$251,8829,8976,8,98.4%
2007-07-08,MAMMA MIA!,"$877,711","$1,139,748",77.0%,$75.69,$251,11596,11984,8,96.8%
2007-07-08,MARY POPPINS,"$1,152,408","$1,313,840",87.7%,$81.47,$250,14145,14328,8,98.7%
2007-07-08,OLD ACQUAINTANCE,"$115,165","$390,992",29.5%,$38.34,$86,3004,5920,8,50.7%
2007-07-08,RENT,"$365,819","$768,979",47.6%,$54.83,$200,6672,9448,8,70.6%
2007-07-08,SPAMALOT,"$785,096","$1,006,966",78.0%,$71.96,$251,10910,11528,8,94.6%
2007-07-08,SPRING AWAKENING,"$775,375","$801,792",96.7%,$89.96,$201,8619,8720,8,98.8%
2007-07-08,TARZAN,"$662,849","$890,137",74.5%,$63.86,$251,10379,10552,8,98.4%
2007-07-08,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$222,659","$456,768",48.7%,$53.13,$175,4191,5472,8,76.6%
2007-07-08,THE COLOR PURPLE,"$903,527","$1,204,004",75.0%,$72.61,$251,12444,13744,8,90.5%
2007-07-08,THE DROWSY CHAPERONE,"$546,616","$1,154,648",47.3%,$62.61,$250,8730,12888,8,67.7%
2007-07-08,THE LION KING,"$1,265,226","$1,232,795",102.6%,$97.33,$251,12999,13232,8,98.2%
2007-07-08,THE PHANTOM OF THE OPERA,"$778,910","$1,002,310",77.7%,$64.89,$201,12003,12856,8,93.4%
2007-07-08,WICKED,"$1,469,948","$1,308,816",112.3%,$101.57,$300,14472,14472,8,100.0%
2007-07-08,XANADU,"$152,821","$501,040",30.5%,$49.79,$226,3069,4768,8,64.4%
2007-07-01,110 IN THE SHADE,"$352,681","$601,640",58.6%,$50.59,$111,6972,7968,8,87.5%
2007-07-01,A CHORUS LINE,"$623,863","$838,254",74.4%,$77.76,$301,8023,8552,8,93.8%
2007-07-01,AVENUE Q,"$378,310","$494,177",76.6%,$66.41,$201,5697,6368,8,89.5%
2007-07-01,BEAUTY AND THE BEAST,"$960,051","$1,012,000",94.9%,$80.07,$175,11990,12072,8,99.3%
2007-07-01,CHICAGO,"$495,525","$803,297",61.7%,$69.17,$251,7164,8640,8,82.9%
2007-07-01,COMPANY,"$448,158","$743,305",60.3%,$63.96,$251,7007,8368,8,83.7%
2007-07-01,CURTAINS,"$801,780","$1,075,464",74.6%,$77.45,$252,10352,11376,8,91.0%
2007-07-01,DEUCE,"$233,648","$682,491",34.2%,$58.87,$251,3969,8072,8,49.2%
2007-07-01,FROST/NIXON,"$505,947","$695,782",72.7%,$68.70,$201,7365,8560,8,86.0%
2007-07-01,GREY GARDENS,"$439,922","$684,864",64.2%,$72.74,$252,6048,7376,8,82.0%
2007-07-01,HAIRSPRAY,"$738,402","$1,061,843",69.5%,$65.87,$240,11210,11424,8,98.1%
2007-07-01,INHERIT THE WIND,"$478,375","$523,967",91.3%,$66.48,$251,7196,7448,8,96.6%
2007-07-01,JERSEY BOYS,"$1,179,974","$846,719",139.4%,$119.79,$352,9850,9776,8,100.8%
2007-07-01,LEGALLY BLONDE,"$906,422","$1,093,136",82.9%,$79.24,$250,11439,13528,8,84.6%
2007-07-01,LES MISÉRABLES,"$546,898","$853,969",64.0%,$66.80,$251,8187,8976,8,91.2%
2007-07-01,MAMMA MIA!,"$883,218","$1,139,748",77.5%,$74.55,$251,11847,11984,8,98.9%
2007-07-01,MARY POPPINS,"$1,205,797","$1,313,840",91.8%,$84.43,$250,14282,14328,8,99.7%
2007-07-01,OLD ACQUAINTANCE,"$132,766","$390,992",34.0%,$42.39,$86,3132,5920,8,52.9%
2007-07-01,RADIO GOLF,"$255,162","$601,770",42.4%,$42.48,$201,6006,8656,8,69.4%
2007-07-01,RENT,"$339,504","$768,979",44.2%,$52.72,$200,6440,9448,8,68.2%
2007-07-01,SPAMALOT,"$783,971","$1,006,966",77.9%,$73.69,$251,10639,11528,8,92.3%
2007-07-01,SPRING AWAKENING,"$758,196","$801,792",94.6%,$88.47,$201,8570,8720,8,98.3%
2007-07-01,TARZAN,"$635,186","$890,137",71.4%,$64.80,$251,9803,10552,8,92.9%
2007-07-01,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$244,970","$456,768",53.6%,$55.37,$175,4424,5472,8,80.8%
2007-07-01,THE COLOR PURPLE,"$926,854","$1,204,004",77.0%,$76.66,$251,12090,13744,8,88.0%
2007-07-01,THE DROWSY CHAPERONE,"$531,878","$1,154,648",46.1%,$65.25,$250,8151,12888,8,63.2%
2007-07-01,THE LION KING,"$1,271,337","$1,232,795",103.1%,$96.04,$251,13237,13232,8,100.0%
2007-07-01,THE PHANTOM OF THE OPERA,"$734,261","$1,002,310",73.3%,$65.04,$201,11290,12856,8,87.8%
2007-07-01,THE YEAR OF MAGICAL THINKING,"$213,867","$453,876",47.1%,$63.69,$251,3358,5474,7,61.3%
2007-07-01,WICKED,"$1,455,985","$1,308,816",111.2%,$100.61,$300,14472,14472,8,100.0%
2007-07-01,XANADU,"$199,214","$501,040",39.8%,$54.24,$226,3673,4768,8,77.0%
2007-06-24,110 IN THE SHADE,"$349,945","$601,640",58.2%,$51.43,$111,6804,7968,8,85.4%
2007-06-24,A CHORUS LINE,"$635,930","$838,254",75.9%,$80.94,$301,7857,8552,8,91.9%
2007-06-24,AVENUE Q,"$385,292","$494,177",78.0%,$69.99,$201,5505,6368,8,86.4%
2007-06-24,BEAUTY AND THE BEAST,"$924,185","$1,012,000",91.3%,$77.53,$175,11921,12072,8,98.7%
2007-06-24,CHICAGO,"$493,790","$803,297",61.5%,$70.31,$251,7023,8640,8,81.3%
2007-06-24,COMPANY,"$331,306","$743,305",44.6%,$60.51,$251,5475,8368,8,65.4%
2007-06-24,CURTAINS,"$829,354","$1,075,464",77.1%,$80.22,$252,10338,11376,8,90.9%
2007-06-24,DEUCE,"$285,729","$682,491",41.9%,$62.70,$251,4557,8072,8,56.5%
2007-06-24,FROST/NIXON,"$551,714","$695,782",79.3%,$68.48,$201,8057,8560,8,94.1%
2007-06-24,GREY GARDENS,"$465,615","$684,864",68.0%,$73.50,$252,6335,7376,8,85.9%
2007-06-24,HAIRSPRAY,"$752,439","$1,061,843",70.9%,$66.65,$240,11290,11424,8,98.8%
2007-06-24,INHERIT THE WIND,"$470,073","$523,967",89.7%,$67.02,$251,7014,7448,8,94.2%
2007-06-24,JERSEY BOYS,"$1,223,626","$846,719",144.5%,$124.23,$352,9850,9776,8,100.8%
2007-06-24,LEGALLY BLONDE,"$1,003,282","$1,093,136",91.8%,$79.07,$250,12688,13528,8,93.8%
2007-06-24,LES MISÉRABLES,"$522,050","$853,969",61.1%,$68.50,$251,7621,8976,8,84.9%
2007-06-24,LOVEMUSIK,"$198,120","$477,035",41.5%,$55.84,$101,3548,4952,8,71.6%
2007-06-24,MAMMA MIA!,"$904,319","$1,139,748",79.3%,$75.59,$251,11963,11984,8,99.8%
2007-06-24,MARY POPPINS,"$1,213,951","$1,313,840",92.4%,$84.64,$250,14343,14328,8,100.1%
2007-06-24,OLD ACQUAINTANCE,"$173,468","$390,992",44.4%,$42.47,$86,4084,5920,8,69.0%
2007-06-24,RADIO GOLF,"$173,307","$601,770",28.8%,$42.40,$201,4087,8656,8,47.2%
2007-06-24,RENT,"$334,930","$768,979",43.6%,$54.57,$200,6138,9448,8,65.0%
2007-06-24,SPAMALOT,"$818,066","$1,006,966",81.2%,$76.53,$251,10689,11528,8,92.7%
2007-06-24,SPRING AWAKENING,"$721,071","$801,792",89.9%,$83.93,$201,8591,8720,8,98.5%
2007-06-24,TALK RADIO,"$319,853","$640,048",50.0%,$57.99,$251,5516,8760,8,63.0%
2007-06-24,TARZAN,"$605,781","$890,137",68.1%,$66.35,$251,9130,10552,8,86.5%
2007-06-24,THE 25TH ANNUAL PUTNAM COUNTY SPELLING BEE,"$239,903","$456,768",52.5%,$58.02,$175,4135,5472,8,75.6%
2007-06-24,THE COLOR PURPLE,"$1,029,992","$1,204,004",85.5%,$79.79,$251,12908,13744,8,93.9%
2007-06-24,THE DROWSY CHAPERONE,"$599,469","$1,154,648",51.9%,$68.61,$250,8737,12888,8,67.8%
2007-06-24,THE LION KING,"$1,249,073","$1,232,795",101.3%,$94.37,$251,13236,13232,8,100.0%
2007-06-24,THE PHANTOM OF THE OPERA,"$756,381","$1,002,310",75.5%,$66.45,$201,11383,12856,8,88.5%
2007-06-24,THE YEAR OF MAGICAL THINKING,"$246,778","$453,876",54.4%,$68.64,$251,3595,5474,7,65.7%
2007-06-24,WICKED,"$1,445,474","$1,308,816",110.4%,$99.88,$300,14472,14472,8,100.0%
2007-06-24,XANADU,"$173,804","$438,410",39.6%,$51.60,$226,3368,4172,7,80.7%
2007-06-17,110 IN THE SHADE,"$361,312","$601,640",60.1%,$49.97,$111,7231,7968,8,90.8%
2007-06-17,A CHORUS LINE,"$594,431","$838,254",70.9%,$80.54,$301,7381,8552,8,86.3%
2007-06-17,AVENUE Q,"$338,581","$494,177",68.5%,$67.41,$201,5023,6368,8,78.9%
2007-06-17,BEAUTY AND THE BEAST,"$856,358","$1,012,000",84.6%,$73.86,$175,11594,12072,8,96.0%
2007-06-17,CHICAGO,"$456,273","$803,297",56.8%,$69.80,$251,6537,8640,8,75.7%
2007-06-17,COMPANY,"$274,629","$743,305",36.9%,$56.98,$251,4820,8368,8,57.6%
2007-06-17,CURTAINS,"$826,185","$1,075,464",76.8%,$79.73,$252,10362,11376,8,91.1%
2007-06-17,DEUCE,"$304,830","$682,491",44.7%,$65.97,$251,4621,8072,8,57.2%
2007-06-17,FROST/NIXON,"$536,068","$695,782",77.0%,$67.06,$201,7994,8560,8,93.4%
2007-06-17,GREY GARDENS,"$459,289","$684,864",67.1%,$71.36,$252,6436,7376,8,87.3%
2007-06-17,HAIRSPRAY,"$700,705","$1,061,843",66.0%,$65.70,$240,10666,11424,8,93.4%
2007-06-17,INHERIT THE WIND,"$454,022","$523,967",86.7%,$66.57,$251,6820,7448,8,91.6%
2007-06-17,JERSEY BOYS,"$1,196,590","$846,719",141.3%,$121.68,$352,9834,9776,8,100.6%
